ward_code,ward_name,total_ward_pop,imd_score,income_score,employment_score,education_score,health_score,crime_score,housing_services_score,living_env_score,wider_det_score
E05012114,Frampton Cotterell,7,25457.71,25063.14285714286,23344.428571428572,23446.85714285714,27929,27751.428571428572,14202.714285714286,20439.85714285714,17321.29
E05012115,Frenchay & Downend,10,29554.1,28429,27848.3,27902.4,28127.1,26292.5,27851.2,17793.2,22822.2
E05012116,Hanham,8,25922.75,23821.5,21952.375,20224.5,23133.625,20156.625,31640.5,22633.625,27137.06
E05012117,Kingswood,5,16597.8,15849.6,16472.8,12844.6,17179.4,10109.4,30078.2,12112.6,21095.4
E05012118,Longwell Green,6,28844.67,27172.5,25583,21261.5,25391.666666666668,25581.166666666668,28802.333333333332,29949.166666666668,29375.75
E05012119,New Cheltenham,7,21837.71,20381.285714285714,19341,15760.285714285714,21951.428571428572,17911.14285714286,26449.571428571428,18864.571428571428,22657.07
E05012120,Parkwall & Warmley,5,24175,21288.6,22414.2,17371.2,21909.2,22053.2,28227.6,24495.8,26361.7
E05012121,Patchway Coniston,3,13180.67,14196.666666666666,14153.333333333334,6775.666666666667,15981,18024.333333333332,7391,19478,13434.5
E05012122,Pilning & Severn Beach,2,16686.5,22334.5,20131,12556.5,24282.5,22163.5,1289.5,19017.5,10153.5
E05012123,Severn Vale,5,25694.8,29041.8,27672.6,27913.8,30695,28190.4,6790.4,12633.4,9711.9
E05012124,Staple Hill & Mangotsfield,8,16311.75,15150.125,14146.125,11786.375,16173.625,13526.875,28110.375,15675.625,21893
E05012125,Stoke Gifford,10,25631.7,21946,24074.8,22019.9,24615.6,25301.9,21381.6,26050,23715.8
E05012126,Stoke Park & Cheswick,4,29863.5,27919.5,32391.75,20745.5,26553.5,30853.75,17025.25,30266.75,23646
E05012127,Thornbury,9,25211.89,23065.88888888889,23071,22564,23313.333333333332,24427.666666666668,20139.777777777777,26549.555555555555,23344.67
E05012128,Winterbourne,4,25569.5,23448.75,22670,21430.25,26689.75,24944.25,21440,19611.25,20525.62
E05012129,Woodstock,7,17413,16337.857142857143,15137.857142857143,11001.142857142857,14659.285714285714,15309.57142857143,29264.85714285714,21799,25531.93
E05012130,Yate Central,6,21386.5,19442.333333333332,16269.833333333334,15962.833333333334,19559.333333333332,18077,29886.833333333332,25305.333333333332,27596.08
E05012131,Yate North,7,24087.71,21421,22126.14285714286,18174.285714285714,23531.571428571428,21157.428571428572,23049.285714285714,30455.571428571428,26752.43
E05012132,Aldermaston,3,20962.33,25474.333333333332,25658.666666666668,20478,27956,30200.666666666668,5801.333333333333,3888.3333333333335,4844.83
E05012133,Basildon,2,27607.5,32469,32986.5,31884,33438.5,30755.5,3671.5,10150,6910.75
E05012134,Bradfield,4,22379.25,25531.25,28465.75,22081.75,30144.5,27096.25,4904.5,8901.25,6902.88
E05012135,Bucklebury,1,24562,26720,24704,28693,30177,27594,6116,8939,7527.5
E05012136,Burghfield & Mortimer,6,25155.83,25211.166666666668,25907.166666666668,25954.166666666668,27290,20755.666666666668,8986.666666666666,21509.166666666668,15247.92
E05012137,Chieveley & Cold Ash,4,27796.5,30819.75,31434.25,28424.25,31803.5,27982.5,7183.25,15111,11147.12
E05012138,Downlands,3,19262.67,24627,30234.666666666668,25026.666666666668,31056.333333333332,29704.333333333332,976,3872.3333333333335,2424.17
E05012139,Hungerford & Kintbury,7,19989.29,20487.85714285714,23653.85714285714,18515,23940.571428571428,23293.285714285714,9014.42857142857,12265.857142857143,10640.14
E05012140,Lambourn,3,17068.67,17721,22349,10209,24774.666666666668,20505,5373.666666666667,15139,10256.33
E05012141,Newbury Central,4,19727.25,15961,17156.75,19056.5,18662.5,14404.75,25792.75,19604.75,22698.75
E05012142,Newbury Clay Hill,5,20585.6,17996.2,19814.8,14011.8,20566.8,19883.8,16823.4,25806.8,21315.1
E05012143,Newbury Greenham,7,22418,18507.714285714286,21707.14285714286,18930.85714285714,20466.714285714286,19713.428571428572,23461.714285714286,24659.85714285714,24060.79
E05012144,Newbury Speen,6,23092,20579,22456,21944,24292.166666666668,23193.333333333332,19018.333333333332,21764.166666666668,20391.25
E05012145,Newbury Wash Common,6,29378.5,27313.666666666668,26841.833333333332,27784.666666666668,28204.666666666668,25679.333333333332,22767.333333333332,28953.333333333332,25860.33
E05012146,Pangbourne,2,27545,27010,29045.5,24599.5,30769,26078,12217.5,14375,13296.25
E05012147,Ridgeway,2,20969.5,22202,26379.5,25857.5,30902,29091,3974,5834,4904
E05012148,Thatcham Central,5,25567.2,22193.8,22937.8,17392.6,24985.4,21455.6,25739,28587.2,27163.1
E05012149,Thatcham Colthrop & Crookham,1,32290,28348,31330,24532,28856,29955,27930,31829,29879.5
E05012150,Thatcham North East,5,22793.2,19567.2,21312.6,16890,22736.8,20723.8,24361.4,29225,26793.2
E05012151,Thatcham West,4,25132.75,23726.5,24697,14337.5,24366,25685.25,18386,26983.25,22684.62
E05012152,Theale,2,23403,20776.5,21471,21751,20176,29815,13827,22247,18037
E05012153,Tilehurst & Purley,7,29790.57,29217.714285714286,27960.571428571428,25672.714285714286,29049.714285714286,28474.285714285714,15826.142857142857,28539.571428571428,22182.86
E05012154,Tilehurst Birch Copse,5,27044,25732.4,24570,20226.8,27226.8,24958.4,21939.2,28063,25001.1
E05012155,Tilehurst South & Holybrook,5,24394.2,19908,24226.6,17269.4,26473.2,21832.6,16357.4,28290,22323.7
E05012156,Berry Hill,3,18902.67,20717.666666666668,14893,15619.333333333334,23446.666666666668,25214.333333333332,8757,19897.333333333332,14327.17
E05012157,Bream,2,14762,17767,14172.5,11894,20581,15280,6451,11128,8789.5
E05012158,Cinderford East,3,14399.67,15144.666666666666,12727.333333333334,11153.666666666666,17293,11671,13233.333333333334,17529,15381.17
E05012159,Cinderford West,2,8201.5,7628,6427,6257.5,13069.5,11173.5,12392.5,18246,15319.25
E05012160,Coleford,5,14690.2,13828.8,12223.2,12019,17070.8,16846.8,12905,25921.6,19413.3
E05012161,Dymock,1,12187,22599,16589,21736,20076,26647,91,2278,1184.5
E05012162,Hartpury & Redmarley,2,19157,27787.5,28937.5,16755,29191,31230.5,1722,3945.5,2833.75
E05012163,Longhope & Huntley,3,18967,28056,26072.333333333332,25570.666666666668,27522,28793.666666666668,3315.6666666666665,1422.3333333333333,2369
E05012164,Lydbrook,1,14206,21576,19021,18968,21251,27812,2142,1314,1728
E05012165,Lydney East,3,13285.33,10949.333333333334,13178.333333333334,9962,16030.333333333334,10631.666666666666,11620.333333333334,30125,20872.67
E05012166,Lydney North,1,26576,29467,23179,18488,27711,30974,6915,30922,18918.5
E05012167,Lydney West & Aylburton,2,16344.5,19699.5,17183.5,15549.5,18390,21857.5,9665.5,11278,10471.75
E05012168,"Mitcheldean, Ruardean & Drybrook",5,15595.2,18021.4,15486.4,16499.6,18709.4,23138.4,6067.6,10283.6,8175.6
E05012169,Newent & Taynton,3,17619.33,16696,18252.666666666668,10923.333333333334,23836.666666666668,16518,9487.666666666666,24593,17040.33
E05012170,Newland & Sling,1,18101,19046,18377,15114,25643,25379,5570,10069,7819.5
E05012171,Newnham,2,11357.5,18146.5,10698.5,14418.5,16165,22614,2589.5,4451,3520.25
E05012172,Pillowell,2,14286,18401,17513,13432,24041.5,21710.5,4967.5,3960.5,4464
E05012173,Ruspidge,2,15797,17946.5,14498.5,16348,21703,17503,7044.5,12671,9857.75
E05012174,St. Briavels,1,18357,29078,24098,21402,30396,26814,1547,2671,2109
E05012175,Tidenham,5,20726,21141.6,22170,21409,26633.4,26205.6,8140,17825.4,12982.7
E05012176,Westbury-on-Severn,1,15227,22379,22433,16394,21618,27416,2058,2068,2063
E05012177,Aldenham East,3,31143.33,30025.666666666668,31063,30828.333333333332,31888.666666666668,27560,23296.666666666668,19650,21473.33
E05012178,Aldenham West,3,24816.33,25051.666666666668,26054.666666666668,23695.666666666668,26525.333333333332,25445.333333333332,15860.333333333334,15300,15580.17
E05012179,Bentley Heath & The Royds,3,21842,18545,17406.666666666668,21171,22562.666666666668,23847.666666666668,26100,15704,20902
E05012180,Borehamwood Brookmeadow,5,14466.4,11335,13652.2,15065.4,17037.8,11922.6,13709.2,18588.6,16148.9
E05012181,Borehamwood Cowley Hill,5,11562.4,9139.2,10752.4,10815,13403.4,9721.4,11263.8,25582.2,18423
E05012182,Borehamwood Hillside,6,18281.17,14727.666666666666,16301.666666666666,19384.833333333332,17307.666666666668,15532.333333333334,15816.5,21034.833333333332,18425.67
E05012183,Borehamwood Kenilworth,4,16770,12691.25,15519.5,13794.5,17123.5,17657.75,12847,26794,19820.5
E05012184,Bushey Heath,2,30921.5,27910,29215,29588.5,29224.5,27512.5,26135.5,21121.5,23628.5
E05012185,Bushey North,5,21869.6,19443.2,19259.2,21260.6,22278.8,16970.2,23505.6,16979.4,20242.5
E05012186,Bushey Park,5,29068.2,25755.2,27233.4,27965.2,27986,26046.8,21962.6,20648.8,21305.7
E05012187,Bushey St James,4,23985.25,19212.75,22238.5,23606.25,23590.25,21127.5,22917.25,21706.25,22311.75
E05012188,Elstree,3,25468.33,22870.666666666668,25457.666666666668,24820.333333333332,26007,24782.666666666668,18254,17268,17761
E05012189,Potters Bar Furzefield,4,23903.75,19673.5,22966.5,20664.75,24142.25,20328,24620.75,18561.75,21591.25
E05012190,Potters Bar Oakmere,4,16861.25,15177.25,13417.5,18393.25,18486.5,11656.75,21418.25,16316.75,18867.5
E05012191,Potters Bar Parkfield,3,28904.67,26935,25826.333333333332,28399,28627.333333333332,22328,30977.333333333332,15912,23444.67
E05012192,Shenley,4,18187.5,19217.5,20418,20092.25,18626.75,18704,6016.5,15170.75,10593.62
E05012193,Ashton,7,13851.86,16713.285714285714,13398.285714285714,18857.285714285714,8417,8181.285714285715,27913.85714285714,9700,18806.93
E05012194,Brookfield,6,7462.67,7146,6934.333333333333,6391.166666666667,5026.833333333333,6292.833333333333,24220,21611.166666666668,22915.58
E05012195,Cadley,6,19973.5,20122.833333333332,19337.833333333332,20321,14466.5,15431.166666666666,25845.666666666668,16444.333333333332,21145
E05012196,City Centre,7,5758.43,10383.57142857143,9176.714285714286,9100.857142857143,2216.714285714286,3322.5714285714284,20338.85714285714,4651,12494.93
E05012197,Deepdale,5,4261.2,4534.2,6842.6,5245.8,6162,7139.8,20532.2,3962.6,12247.4
E05012198,Fishwick & Frenchwood,6,4926.83,4604,6170.166666666667,5940.166666666667,5615,6469.833333333333,19099.833333333332,6886.833333333333,12993.33
E05012199,Garrison,6,22906.17,21106.166666666668,21840.666666666668,25782.5,14748.166666666666,21978.5,22274.5,19981,21127.75
E05012200,Greyfriars,4,28450.25,25557,26169.25,28320.5,21524,21194.25,29131.25,21198.5,25164.88
E05012201,Ingol & Cottam,6,12107,11703.166666666666,11131,15860.5,8627.833333333334,7807.833333333333,17863,30292.166666666668,24077.58
E05012202,Lea & Larches,5,11013,11777.2,9888.6,12086.6,6784.8,5604.2,20595.6,24329,22462.3
E05012203,Plungington,6,5542.83,9965.833333333334,10173.5,6874.666666666667,3075.1666666666665,3035.3333333333335,23627.833333333332,3466.5,13547.17
E05012204,Preston Rural East,4,24423.25,23260,24568.5,29847,17717,22061.75,12129,21830.75,16979.88
E05012205,Preston Rural North,3,24618.67,26149.666666666668,28523,31427,14701.666666666666,22977.333333333332,11293,20048,15670.5
E05012206,Ribbleton,5,4482.2,5535.2,4500.8,3936.4,2548.4,3688.6,19567.2,22227.4,20897.3
E05012207,St Matthew's,5,1726.2,2661.6,3279,2900,2562.6,669.4,18625.2,3970.8,11298
E05012208,Sharoe Green,6,24309.33,23582.166666666668,20337,27954,12908.833333333334,26222.833333333332,24136.166666666668,22784.166666666668,23460.17
E05012209,Blacon,9,6347.67,6557.222222222223,4756,4805.222222222223,5137.555555555556,7679.444444444444,18126.11111111111,24628.88888888889,21377.5
E05012210,Central & Grange,9,5168.78,5511.333333333333,4504.777777777777,3675.777777777778,3817.8888888888887,6235.555555555556,30991.222222222223,19142.222222222223,25066.72
E05012211,Chester City & the Garden Quarter,12,17995.75,20867.75,20887.666666666668,19288.916666666668,10724.75,12477.166666666666,27620.5,9384.833333333334,18502.67
E05012212,Christleton & Huntington,7,27452.14,27348.714285714286,27260.428571428572,29473,24826.428571428572,27779.14285714286,8613.285714285714,23591,16102.14
E05012213,"Davenham, Moulton & Kingsmead",7,27244.57,25918.85714285714,24735.14285714286,26952.714285714286,23887.85714285714,26341.714285714286,19308.571428571428,22943,21125.79
E05012214,Farndon,2,22822,25369,27564.5,29827.5,30447.5,27451,3402.5,11620.5,7511.5
E05012215,Frodsham,6,23188.67,23574.833333333332,21766.166666666668,22061.333333333332,23008.5,18596.666666666668,23655.166666666668,17055.333333333332,20355.25
E05012216,Gowy Rural,7,21102.57,23601.14285714286,21925.571428571428,19496.571428571428,20820.571428571428,22856.14285714286,7885.285714285715,16759.571428571428,12322.43
E05012217,Great Boughton,8,27704.38,26435.375,25304.5,27675.125,23434.25,25475.375,25406.375,20382,22894.19
E05012218,Handbridge Park,6,27880.33,26807.666666666668,23775.833333333332,28520,24887.833333333332,20456.666666666668,31931.666666666668,18759.333333333332,25345.5
E05012219,Hartford & Greenbank,5,25081.2,23345.6,23074.4,25915.2,21113.2,19253.4,24539.2,24011.8,24275.5
E05012220,Helsby,3,27337.67,25406,24063,26054.333333333332,26268.666666666668,25083,16100.333333333334,20597.333333333332,18348.83
E05012221,Lache,4,14718.5,12589.25,11617.5,12666.75,14111.5,14881.5,24664.5,23787.75,24226.12
E05012222,Ledsham & Manor,7,30074.86,29050.285714285714,26814.571428571428,28259.428571428572,22263.285714285714,27906.85714285714,21243,29486.14285714286,25364.57
E05012223,Little Neston,4,27581.75,26848,25774.75,27289.25,24145.5,30006.75,19474,22069.75,20771.88
E05012224,Malpas,3,19352.33,21897,21780,22802.666666666668,23955,24792,3332,13047,8189.5
E05012225,Marbury,7,21262.43,23964.14285714286,20696.428571428572,24195.85714285714,21484.571428571428,22972.85714285714,7393.428571428572,17878.571428571428,12636
E05012226,Neston,2,11983,11429,8516.5,11186,8925,11595.5,24519,23813,24166
E05012227,Netherpool,3,14790.67,16594,10285,14289,8983.333333333334,14107.333333333334,23162.666666666668,22130,22646.33
E05012228,Newton & Hoole,10,22864.4,22137,19850.6,25963,18789.1,20759.2,28341.4,16294.5,22317.95
E05012229,Northwich Leftwich,3,11969.33,11317,9591,13360.333333333334,8052.333333333333,9622,24056,22588.333333333332,23322.17
E05012230,Northwich Winnington & Castle,6,21335,20919.666666666668,21599,22313.833333333332,13856.5,18066.166666666668,26487.5,17424.833333333332,21956.17
E05012231,Northwich Witton,3,8695.33,10291.333333333334,9882,6188.666666666667,8455.666666666666,8145,30225,11240.666666666666,20732.83
E05012232,Parkgate,3,29990.67,28584,25575.666666666668,29405.666666666668,24595.333333333332,29443.333333333332,20996.333333333332,24118.666666666668,22557.5
E05012233,Rudheath,3,17441,17151.666666666668,13661,12245.666666666666,12495.666666666666,22826,20348,24950.666666666668,22649.33
E05012234,Sandstone,2,27088,27944,26857.5,30339.5,29942.5,30604,4733.5,20677.5,12705.5
E05012235,Saughall & Mollington,2,22981,24471,20682,24174,20694.5,22482.5,10636.5,18296.5,14466.5
E05012236,Shakerley,3,17499.67,20338,18243.666666666668,18956.666666666668,17216.666666666668,20152.666666666668,9731,15261.333333333334,12496.17
E05012237,Strawberry,3,29545.33,29703,26874.666666666668,21310.666666666668,22743,26943.666666666668,25689.666666666668,27481,26585.33
E05012238,Sutton Villages,8,14886.5,15040.5,13116,10514.625,10942,14623,27705.625,23313.875,25509.75
E05012239,Tarporley,3,26411.67,28007,26806.666666666668,27123,27303,25240.333333333332,12297.333333333334,19131,15714.17
E05012240,Tarvin & Kelsall,5,25170.6,27404.6,28030.4,27570.8,28004.4,27137.6,5797.2,17099.4,11448.3
E05012241,Tattenhall,2,22317.5,25540.5,24365.5,27588,27316,27531,3357.5,10595,6976.25
E05012242,Upton,7,24502.86,23167,22707,26436.714285714286,18227.428571428572,20522.571428571428,23307.571428571428,22767.571428571428,23037.57
E05012243,Weaver & Cuddington,10,22137.6,23163.4,22360.1,23513,22387,22509.5,10199.3,20899.8,15549.55
E05012244,Westminster,4,6309.25,5527,5697.25,4899.75,4745.5,9774.5,22711.25,16982,19846.62
E05012245,Whitby Groves,3,29463.67,30624.666666666668,26858.333333333332,24350.666666666668,20619.666666666668,22744,27105.333333333332,28426.666666666668,27766
E05012246,Whitby Park,4,20493.25,21088.75,17210.5,16524.25,14434.75,16390.75,32047.25,19702.5,25874.88
E05012247,Willaston & Thornton,3,26026.67,28344.666666666668,24877,29154.666666666668,22174.666666666668,25629.333333333332,10761,18795.666666666668,14778.33
E05012248,Winsford Dene,3,9795.33,12690.333333333334,9245,6615.666666666667,6205.333333333333,8638,28051.666666666668,14434.333333333334,21243
E05012249,Winsford Gravel,3,13072,14734,11736.333333333334,7679,9779.333333333334,16456,18349,19866.333333333332,19107.67
E05012250,Winsford Over & Verdin,9,12961.78,12770.111111111111,11897.222222222223,10754.444444444445,11160.444444444445,12714.333333333334,17202.555555555555,27486.777777777777,22344.67
E05012251,Winsford Swanlow,3,14170.33,14529.666666666666,12076.666666666666,9478.666666666666,12177.666666666666,10860.333333333334,16052.333333333334,30005,23028.67
E05012252,Winsford Wharton,3,7398.33,8147.333333333333,8265.666666666666,3735.3333333333335,6839,9288.333333333334,17586.333333333332,17426,17506.17
E05012253,Wolverham,3,3432.33,4271,2331,3003.3333333333335,2114,2910.6666666666665,28094.333333333332,30682.333333333332,29388.33
E05012254,Barton with Watcombe,8,10809.5,10424,9266.75,9393.375,8107.375,15630.875,12305.5,25141,18723.25
E05012255,Churston with Galmpton,5,22401.2,24798,19654.8,21824.8,17402,29911,7082.6,26750.6,16916.6
E05012256,Clifton with Maidenway,6,14635.67,14383.5,11687.333333333334,12282.833333333334,10601.166666666666,20427.166666666668,19563.833333333332,17020.333333333332,18292.08
E05012257,Cockington with Chelston,6,14550.33,15022.333333333334,13317.5,14995,11372.833333333334,16100.333333333334,19601.833333333332,14947.833333333334,17274.83
E05012258,Collaton St Mary,2,10882.5,8722.5,10566,7729.5,9183.5,20285.5,13103.5,24522,18812.75
E05012259,Ellacombe,5,8033.2,8563.4,7179,8767.8,6489,12806,21079.6,5220.2,13149.9
E05012260,Furzeham with Summercombe,7,14200.57,16770.14285714286,12614.857142857143,9791.285714285714,12407.142857142857,25138.714285714286,9526.42857142857,18062.285714285714,13794.36
E05012261,Goodrington with Roselands,5,15317.2,15642,12517.4,13348.6,10204.4,21139.4,15631.4,23964.4,19797.9
E05012262,King's Ash,5,8437.8,8454.2,7215.6,7240.2,7184.2,13051.4,10888.2,22544.8,16716.5
E05012263,Preston,7,19394.86,20342,16355.857142857143,17816.285714285714,12553.714285714286,24333.14285714286,17676.85714285714,19875,18775.93
E05012264,Roundham with Hyde,5,4633.8,6696,4229.6,4945.8,3597.4,7130,19910.2,4390.8,12150.5
E05012265,St Marychurch,9,11459.78,12655.777777777777,10245,10397.444444444445,7487.888888888889,14991.111111111111,24066.555555555555,10570.888888888889,17318.72
E05012266,St Peter's with St Mary's,5,10757.6,12635.4,10053.2,7225.2,9648.2,18941.6,10016.4,13922.2,11969.3
E05012267,Shiphay,5,20348.8,19281.8,17963.4,19072.8,12906.4,23806.8,17835.4,24731.4,21283.4
E05012268,Tormohun,7,3503.57,6112.142857142857,2996.1428571428573,5023.285714285715,2975.4285714285716,2673.714285714286,14063.714285714286,6554.571428571428,10309.14
E05012269,Wellswood,4,16182.5,19526.75,13220.5,21276.25,10410,22527,10577,12898.75,11737.88
E05012270,Aspley,10,2294.6,1575.4,2057.1,3459.3,3480.5,4270.2,10813.9,17274.4,14044.15
E05012271,Basford,10,6736.6,6962.3,6142.8,8751.7,6094.2,5697.8,19531.7,10090.3,14811
E05012272,Berridge,9,9449.89,8974.777777777777,9937.444444444445,10856.444444444445,9902,10667.222222222223,13556,5371.444444444444,9463.72
E05012273,Bestwood,11,4396.45,4658.909090909091,3425.2727272727275,4684.909090909091,3498.3636363636365,5767.090909090909,14119.181818181818,23128.18181818182,18623.68
E05012274,Bilborough,11,3757.18,3396.5454545454545,2654.181818181818,5385.181818181818,3223.2727272727275,7957,11869.545454545454,23196.636363636364,17533.09
E05012275,Bulwell,11,3316.18,3607,2782.2727272727275,3344.909090909091,2990.2727272727275,7150.727272727273,10328.363636363636,16286.818181818182,13307.59
E05012276,Bulwell Forest,9,12278,12236.888888888889,10001.444444444445,12171.333333333334,8428,13624.222222222223,22195,16008.333333333334,19101.67
E05012277,Castle,5,18099,23926.4,24882,28232.8,13335.8,11771.8,18145.2,6807.4,12476.3
E05012278,Clifton East,11,6478.55,6830.818181818182,5548,4789.181818181818,4708.272727272727,7081.545454545455,23736.909090909092,20769.81818181818,22253.36
E05012279,Clifton West,7,17853.14,18707.14285714286,17336,15944.57142857143,13478,14305.42857142857,23827.285714285714,18136.285714285714,20981.79
E05012280,Dales,9,7213.78,6787,6652.666666666667,8234.111111111111,6370.888888888889,9358.222222222223,23504.444444444445,6684.111111111111,15094.28
E05012281,Hyson Green & Arboretum,11,4232.36,8183.181818181818,9322.545454545454,4344.636363636364,4148.272727272727,3402.5454545454545,10160.727272727272,3327.2727272727275,6744
E05012282,Leen Valley,4,12876.5,11616.75,11384.25,14328.25,10858,14131.75,16416.25,13076.25,14746.25
E05012283,Lenton & Wollaton East,8,17217,20979.25,25847.25,13709.875,11844.125,18027.125,16381.25,5872.25,11126.75
E05012284,Mapperley,9,11993,13255.111111111111,11686.333333333334,17331,9901.888888888889,9942.444444444445,21495,9353.333333333334,15424.17
E05012285,Meadows,6,9233.33,9618,11531.166666666666,11674.666666666666,7870,9601.833333333334,18250.166666666668,9752.5,14001.33
E05012286,Radford,8,9596.75,15833,17127.25,7468.5,5153.875,10478.375,11736.875,6060.125,8898.5
E05012287,St. Ann's,11,4441.27,6965.727272727273,8217.545454545454,5970.363636363636,2329.6363636363635,4024.090909090909,16084.09090909091,11767,13925.55
E05012288,Sherwood,10,9831.6,12217.7,10170.1,18161.4,6836.2,11990,19553.7,5843.3,12698.5
E05012289,Wollaton West,9,26786,23422.555555555555,23940.11111111111,28468.11111111111,22157.666666666668,24659,27404,19367.555555555555,23385.78
E05012290,Alton Amery,2,32273.5,29488.5,30411,23602.5,28584,29837.5,29873.5,31634,30753.75
E05012291,Alton Ashdell,1,31376,25483,26330,27649,30638,28807,28610,29760,29185
E05012292,Alton Eastbrooke,2,15950,13268,14192.5,14493,13686,9528,32332,19127.5,25729.75
E05012293,Alton Holybourne,1,31619,28918,28730,29326,30459,26553,20620,28118,24369
E05012294,Alton Westbrooke,1,28871,28009,27657,23157,28764,15351,32882,16785,24833.5
E05012295,Alton Whitedown,2,28235.5,21489,24070.5,23254.5,28804.5,22281.5,28709,32433.5,30571.25
E05012296,Alton Wooteys,3,17778.33,14863.333333333334,15744,11922.666666666666,16580.666666666668,17480,27044.333333333332,31289.666666666668,29167
E05012297,Bentworth & Froyle,2,25074.5,31060.5,30536.5,30852,31114,26104,2265.5,10330.5,6298
E05012298,"Binsted, Bentley & Selborne",3,24482.67,27808.666666666668,29147.666666666668,28249,30311.666666666668,27348.666666666668,3797.6666666666665,10500.666666666666,7149.17
E05012299,Bramshott & Liphook,5,26744.8,25206.8,26373.6,26862.2,27891.6,22055.8,11297.8,23433.8,17365.8
E05012300,Buriton & East Meon,1,17696,23955,23568,28288,32713,20014,2069,2004,2036.5
E05012301,Clanfield,3,28019.33,25954,26679.333333333332,26093,30481.666666666668,22034.666666666668,10056.333333333334,30535.666666666668,20296
E05012302,Four Marks & Medstead,4,29820,29477,29003.5,27273.5,30092.5,27024.5,8920.75,32499.75,20710.25
E05012303,"Froxfield, Sheet & Steep",1,21713,29057,30022,29499,33495,29830,4029,1320,2674.5
E05012304,Grayshott,2,28015,26240.5,27897.5,23378.5,29871.5,30833,9378,23081.5,16229.75
E05012305,Headley,4,24395.5,25837.25,26099.25,20774.5,28908.5,25307.25,4796.25,24830.25,14813.25
E05012306,Horndean Catherington,1,31065,30119,30272,29270,32645,23088,13029,28218,20623.5
E05012307,Horndean Downs,2,29141.5,26235.5,27535.5,24768,30483.5,27137.5,15469,29814,22641.5
E05012308,Horndean Kings & Blendworth,4,30577.5,26584.5,28779.25,27009.5,28040.25,26403.75,20275.75,30909,25592.38
E05012309,Horndean Murray,2,22508,19678,18576.5,20426.5,22632.5,13258,21394,29739,25566.5
E05012310,Lindford,1,24459,20402,22095,18054,27294,22206,11696,32890,22293
E05012311,Liss,4,24535.75,25543.25,23740.25,24864,26159.25,23351,9412.25,20082.75,14747.5
E05012312,Petersfield Bell Hill,2,29200.5,25088,25723,26367.5,29127.5,28906.5,27832.5,22441.5,25137
E05012313,Petersfield Causeway,2,19349.5,13891.5,17474.5,16188.5,21088,14505.5,21450.5,29483.5,25467
E05012314,Petersfield Heath,1,26678,21992,23219,27084,32173,18323,13681,26121,19901
E05012315,Petersfield St Peter's,4,26490.5,23757.75,24968.75,27375.75,24018.5,20601.5,27659.25,21050.5,24354.88
E05012316,"Ropley, Hawkley & Hangers",1,21987,29040,30450,27530,32076,27883,1927,4086,3006.5
E05012317,Rowlands Castle,2,26589,25287,24555,26596,30374,14540,11516.5,29815.5,20666
E05012318,Whitehill Chase,5,19537.4,17078.2,19853.2,13983.4,18205.4,13581.4,16809.4,31361.6,24085.5
E05012319,Whitehill Hogmoor & Greatham,5,23836.8,24726.2,26187.6,18877.8,26577.8,23761.4,8248.2,22310.2,15279.2
E05012320,Whitehill Pinewood,1,21018,16094,21832,13803,26093,13026,13934,32509,23221.5
E05012321,Airfield,3,17062,26552,24264.333333333332,16977,15764.666666666666,31109.333333333332,850.6666666666666,13083,6966.83
E05012322,Bircham with Rudhams,1,11084,15897,15644,12678,18651,29845,1257,1785,1521
E05012323,Brancaster,2,14579,22208,20427.5,7111,14496,23008.5,4604.5,8601,6602.75
E05012324,Burnham Market & Docking,2,9760.5,16013.5,12562.5,7783.5,12765.5,26109,2038.5,3757,2897.75
E05012325,Clenchwarton,1,15714,20718,16980,13171,15749,26832,2616,13297,7956.5
E05012326,Denver,1,12342,17027,15656,10033,16432,22167,1778,7400,4589
E05012327,Dersingham,3,17864.33,22254.666666666668,16431,9879.333333333334,14554.666666666666,31146,7415.666666666667,23837,15626.33
E05012328,Downham Old Town,2,12838,13773.5,13700.5,8111,10871.5,10840.5,20781,15097.5,17939.25
E05012329,East Downham,2,17793,15662.5,15121,13194.5,13030,21290,16098,32326,24212
E05012330,Emneth & Outwell,3,10711.33,16247.333333333334,11402.666666666666,6931.333333333333,10306.333333333334,17325.666666666668,4299,13066.666666666666,8682.83
E05012331,Fairstead,3,8862.33,9007,9609,4922.666666666667,6622,10020,14669.333333333334,28500,21584.67
E05012332,Feltwell,4,11247.75,22320.25,20085.25,5216.5,17016,26696.25,799.5,5510.25,3154.88
E05012333,Gayton & Grimston,4,13734.75,19905.5,17818.5,12192.5,16343.75,26657.5,1712.5,7122.25,4417.38
E05012334,Gaywood Chase,2,14056.5,21134,17084,10674,11333,8381,32356.5,2892.5,17624.5
E05012335,Gaywood Clock,1,2992,4799,3448,318,1039,6252,29257,27272,28264.5
E05012336,Gaywood North Bank,5,22631.4,22834.4,22067.8,14127.6,13279.6,25738.8,19488.6,29926.4,24707.5
E05012337,Heacham,4,15314.25,20282.5,16372.75,8689.75,11557.25,23930,9595,17768.75,13681.88
E05012338,Hunstanton,3,10988,14124.666666666666,12016.333333333334,5981.333333333333,7857.333333333333,18493,17819,16394.666666666668,17106.83
E05012339,Massingham with Castle Acre,1,11886,17977,16229,14745,19105,31493,1022,1861,1441.5
E05012340,Methwold,1,10234,17988,17979,4717,18205,22254,909,3795,2352
